3140
qstr_Next_Page Next_Page
qstr__Word_reaches_you_that_Os _Word_reaches_you_that_Oswald_de_Fleur_has_assembled_all_of_his_Adventuring_Companies_and_has_joined_Marius_Imperator!
qstr__Word_reaches_you_that_Bo _Word_reaches_you_that_Boris_the_Raven_has_gathered_a_company_of_Raven_Spear_Knights_and_has_joined_Marius_Imperator!
qstr_Word_reaches_you_tha Word_reaches_you_that_Marius_Imperator_has_employed_Barclay_Conquistadores_as_a_Mercenary_Company!
qstr__Word_reaches_you_that_Kod _Word_reaches_you_that_Kodan_Ironsword_has_gathered_nobles_and_knights_and_have_joined_Marius_Imperator!
qstr__Word_reaches_you_that_Ma _Word_reaches_you_that_Marius_Imperator_has_employed_the_Free_Company!
qstr__Word_reaches_you_that_S _Word_reaches_you_that_Sheik_Shalavan_has_united_the_Desert_warriors_and_now_fights_under_the_banner_of_Marius_Imperator!
qstr_Word_reaches_you_that Word_reaches_you_that_Marius_Imperator_has_employed_Jatu_Warlords_as_a_Mercenary_Company!
qstr__Word_reaches_you_that_Mar _Word_reaches_you_that_Marius_Imperator_has_employed_the_Freybrueder!
qstr__Word_reaches_you_that_Mari _Word_reaches_you_that_Marius_Imperator_has_employed_the_Veccavi_Renegades!
qstr__Word_reaches_you_that_Mariu _Word_reaches_you_that_Marius_Imperator_has_employed_the_Primera_Guardia_Real!
qstr__Word_reaches_you_that_Marius _Word_reaches_you_that_Marius_Imperator_has_employed_the_Sarno_Expedition!
qstr__Word_reaches_you_that_Marius_ _Word_reaches_you_that_Marius_Imperator_has_employed_the_Chosen_of_Indar!
qstr_Word_reaches_you_that_ Word_reaches_you_that_Marius_Imperator_has_employed_a_Mercenary_Company!
qstr_{s1}_Merchant_Carava {s1}_Merchant_Caravan
qstr__Being_Raided_ (Being_Raided)
qstr__Looted_ (Looted)
qstr__Under_Siege_ (Under_Siege)
qstr_The_village_of_{s1}_ The_village_of_{s1}_has_been_looted_by_{s2}.
qstr_{s3}_is_no_longer_un {s3}_is_no_longer_under_siege.
qstr_{!}DEBUG_:_There_are {!}DEBUG_:_There_are_already_enemies_({s6})_inside_{s7}.
qstr_{!}DEBUG____Calculat {!}DEBUG_--_Calculating_sortie_for_{s4}_strength_of_{reg3}_vs_{reg4}_enemies
qstr_Small_bands_of_enemi Small_bands_of_enemies_spotted_near_{s1}.
qstr_Enemy_patrols_spotte Enemy_patrols_spotted_near_{s1}.
qstr_Medium_sized_group_o Medium-sized_group_of_enemies_spotted_near_{s1}.
qstr_Significant_group_of Significant_group_of_enemies_spotted_near_{s1}.
qstr_Army_of_enemies_spot Army_of_enemies_spotted_near_{s1}.
qstr_Large_army_of_enemie Large_army_of_enemies_spotted_near_{s1}.
qstr_Great_host_of_enemie Great_host_of_enemies_spotted_near_{s1}.
qstr_{!}DEBUG_:_{s7}_is_h {!}DEBUG_:_{s7}_is_helping_his_commander_by_fighting_with_{s6}.
qstr_{s1}_has_been_besieg {s1}_has_been_besieged_by_{s2}_of_the_{s3}.
qstr__{s1}__{s11}:_{s14} ({s1})_{s11}:_{s14}
qstr_{s14}__{s21}_ {s14}_({s21})
qstr_{!}DEBUG____{s4}_dro {!}DEBUG_--_{s4}_drops_{s5}_as_issue_as_it_has_changed_hands
qstr_{!}DEBUG____Issue_re {!}DEBUG_--_Issue_resolution_for_{s4}:_{reg4}_votes_for_a_quorum_of_{reg5},_{reg7}_hours_on_agenda
qstr_{!}DEBUG____Faction_ {!}DEBUG_--_Faction_resolves_political_issue
qstr_{!}DEBUG____{s4}_drop {!}DEBUG_--_{s4}_drops_{s5}_as_winner,_for_having_changed_sides
qstr_{s1}_is_the_new_mars {s1}_is_the_new_marshal_of_the_{s2}.
qstr_{!}DEBUG____{s4}_par {!}DEBUG_--_{s4}_participates_in_offensive
qstr_{!}DEBUG____{s4}_cho {!}DEBUG_--_{s4}_chosen_as_screen
qstr_You_gained_{reg12}_r You_gained_{reg12}_renown.
qstr_You_lose_{reg12}_ren You_lose_{reg12}_renown.
qstr_Your_relation_with_{ Your_relation_with_{s1}_has_improved.
qstr_Your_relation_with_{s Your_relation_with_{s1}_has_deteriorated.
qstr_You_have_broken_the_ You_have_broken_the_mercenary_contract.
qstr_You_gain_honor. You_gain_honor.
qstr_You_lose_honor. You_lose_honor.
qstr_The_{s1}_declared_wa The_{s1}_declared_war_against_the_{s2}.
qstr_{!}DEbug___{s5}_cara {!}DEbug_-_{s5}_caravan_attacked
qstr_The_{s1}_and_the_{s2 The_{s1}_and_the_{s2}_have_made_peace_with_each_other.
qstr_{!}DEBUG____Player_s {!}DEBUG_--_Player's_kingdom_has_had_{reg3}_days_of_peace
qstr_{s2}_{reg3?was:is_cu {s2}_{reg3?was:is_currently}_at_{s3}.
qstr_{s2}_{reg3?was:is}_t {s2}_{reg3?was:is}_travelling_to_{s3}_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s4}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_i {s2}_{reg3?was:is}_in_the_field_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s3}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_b {s2}_{reg3?was:is}_being_held_captive_at_{s3}.
qstr_{s2}_{reg3?was:has_b {s2}_{reg3?was:has_been}_taken_captive_by_{reg4?her:his}_enemies.
qstr_{reg3?{s2}_s_locatio {reg3?{s2}'s_location_was_unknown:I_don't_know_where_{s2}_is}.
qstr_{s6}_has_joined_your {s6}_has_joined_your_party.
qstr_{!}DEBUG____{s4}_is_p {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_attending_the_feast
qstr_{!}DEBUG____{s4}_is_pr {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_awaiting_the_player_in_private
qstr_{!}DEBUG____{s4}_is_pre {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_allowed_to_meet_the_player
qstr_{!}DEBUG____{s4}is_p {!}DEBUG_--_{s4}is_present_at_the_center_and_is_not_allowed_to_meet_the_player
qstr_You_now_owe_{reg2}_d You_now_owe_{reg2}_denars_to_{s1}.
qstr_Renown_value_for_thi Renown_value_for_this_battle_is_{reg8}.
qstr_You_have_run_into_a_ You_have_run_into_a_trap!
qstr_You_are_attacked_by_ You_are_attacked_by_a_group_of_bandits!
qstr_Holding Holding
qstr_Following Following
qstr_Charging Charging
qstr_Advancing Advancing
qstr_Falling_Back Falling_Back
qstr_Standing_Closer Standing_Closer
qstr_Spreading_Out Spreading_Out
qstr_Standing Standing
qstr_N/A N/A
qstr_Free Free
qstr_Any_Weapon Any_Weapon
qstr_Blunt_Weapons Blunt_Weapons
qstr_{!}{reg10} {!}{reg10}
qstr_{!}{reg11} {!}{reg11}
qstr_{!}{reg12} {!}{reg12}
qstr_{s1}_Farmers {s1}_Farmers
qstr_{!}DEBUG____Trade_of {!}DEBUG_--_Trade_of_{s5}_from_{s3}_to_{s4}_brings_price_from_{reg4}_to__{reg5}
qstr_{!}DEBUG___{s4}_factio {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_1
qstr_{!}DEBUG___{s4}_faction {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_3
qstr_{s1}_Rebels {s1}_Rebels
qstr_{!}DEBUG___{s4}_faction_ {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_2
qstr_Given_by:_{s62} Given_by:_{s62}
qstr_Given_on:_{s60} Given_on:_{s60}
qstr_You_have_{reg0}_days You_have_{reg0}_days_to_finish_this_quest.
qstr_This_quest_has_been_ This_quest_has_been_concluded._Talk_to_{s59}_to_finish_it.
qstr_This_quest_has_been_s This_quest_has_been_successfully_completed._Talk_to_{s59}_to_claim_your_reward.
qstr_This_quest_has_faile This_quest_has_failed._Talk_to_{s59}_to_explain_the_situation.
qstr_At_the_time_quest_wa At_the_time_quest_was_given:^{s1}
qstr_{!}{s4}_is_in_{s5} {!}{s4}_is_in_{s5}
qstr_{!}DEBUG___{s1}_is_i {!}DEBUG_--{s1}_is_infested_by_bandits.
qstr_{s5}_has_a_strength_ {s5}_has_a_strength_of_{reg1}_men_in_total.
qstr_The_last_time_you_sa The_last_time_you_saw_{reg1?her:him},_{s1}
qstr_The_last_time_you_he The_last_time_you_heard_about_{reg1?her:him},_{s1}
qstr_Current_garrison_con Current_garrison_consists_of_{reg5}_men.^Has_food_stock_for_{reg6}_days.
qstr_Impoverished Impoverished
qstr_Extremely_Poor Extremely_Poor
qstr_Very_Poor Very_Poor
qstr_Poor Poor
qstr_Very_Neglected Very_Neglected
qstr_Neglected Neglected
qstr_Below_Average Below_Average
qstr_Average Average
qstr_Above_Average Above_Average
qstr_Prosperous Prosperous
qstr_Wealthy Wealthy
qstr_Rich Rich
qstr_Opulent Opulent
qstr_Loyal Loyal
qstr_Devoted Devoted
qstr_Fond Fond
qstr_Gracious Gracious
qstr_Friendly Friendly
qstr_Supportive Supportive
qstr_Favorable Favorable
qstr_Cooperative Cooperative
qstr_Accepting Accepting
qstr_Indifferent Indifferent
qstr_Wary Wary
qstr_Suspicious Suspicious
qstr_Hostile Hostile
qstr_Resentful Resentful
qstr_Angry Angry
qstr_Hateful Hateful
qstr_Revengeful Revengeful
qstr_Vengeful Vengeful
qstr_{s1}_Militia_Patrol {s1}_Militia_Patrol
qstr_Red_Brotherhood_from Red_Brotherhood_from_{s1}
qstr_Red_Brotherhood_Thie Red_Brotherhood_Thieves
qstr_Rogue_Red_Brotherhoo Rogue_Red_Brotherhood_Outlaws
qstr_Red_Brotherhood_Slav Red_Brotherhood_Slavers
qstr_Singalian_Slavers Singalian_Slavers
qstr_Singalian_Raiders Singalian_Raiders
qstr_Rogue_Singalian_Slav Rogue_Singalian_Slavers
qstr_Singalian_Hunters Singalian_Hunters
qstr_Snake_Cult_Patrol Snake_Cult_Patrol
qstr_Snake_Worshipers Snake_Worshipers
qstr_Serpent_Coven Serpent_Coven
qstr_Snake_Cult_Killers Snake_Cult_Killers
qstr_Snake_Cult_Virgin_Hu Snake_Cult_Virgin_Hunters
qstr_Snake_Cult_Kidnapper Snake_Cult_Kidnappers
qstr_Snake_Cult_Warband Snake_Cult_Warband
qstr_Snake_Cult_Doomrider Snake_Cult_Doomriders
qstr_Serpent_High_Prieste Serpent_High_Priestess_Guards
qstr_Snake_Cult_Raiders Snake_Cult_Raiders
qstr__A_wandering_travele _A_wandering_traveler_tells_you_that_Maltise_and_her_Dread_Legion_have_landed_near_Cez_and_are_invading_Pendor!
qstr__A_wandering_traveler _A_wandering_traveler_tells_you_that_the_worshipers_of_the_snake_goddess_have_landed_an_army_near_Cez_and_are_invading_Pendor!
qstr_Heretic_Coven Heretic_Coven
qstr_Demon_Worshippers Demon_Worshippers
qstr_Black_Coven Black_Coven
qstr_Death_Cult Death_Cult
qstr_Heretic_Virgin_Hunte Heretic_Virgin_Hunters
qstr_Heretic_Sacrifice_Ki Heretic_Sacrifice_Kidnappers
qstr__You_come_across_a_m _You_come_across_a_monk_on_a_pilgrimage_who_tells_you_that_a_powerful_demonic_warrior_called_Eyegrim_the_Devourer_is_invading_Pendor_with_an_army_of_undead!
qstr__Word_reaches_you_that_a _Word_reaches_you_that_a_mysterious_trio_of_witches_roams_the_countryside_with_an_army_of_followers!
qstr__You_receive_word_fr _You_receive_word_from_a_traveler_that_Heretics_have_managed_to_summon_demonic_warriors_and_have_raised_an_army!
qstr_Inquisition_Patrol Inquisition_Patrol
qstr_Interrogation_Band Interrogation_Band
qstr_Inquisition_Missiona Inquisition_Missionaries
qstr_Inquisition_Devoted Inquisition_Devoted
qstr_Inquisition_Heathen_ Inquisition_Heathen_Hunters
qstr_Inquisition_Crusader Inquisition_Crusaders
qstr_Zealot_Purgers Zealot_Purgers
qstr_Inquisition_Holy_Gua Inquisition_Holy_Guard
qstr_Heresy_Hunters Heresy_Hunters
qstr_Inquisition_Heretic_ Inquisition_Heretic_Hunters
qstr__Word_reaches_you_that_H _Word_reaches_you_that_Holy_Inquisitor_Rasmus_Devatica_has_assembled_an_army_to_hunt_heretic_and_spread_his_religious_might_to_the_uncivilized_D'Shar_tribes.
qstr__A_wandering_traveler_ _A_wandering_traveler_tells_you_that_The_Holy_Inquisition_has_assembled_an_army_and_started_a_crusade_against_the_D'Shar_tribes.
qstr__Word_reaches_you_that_Buri _Word_reaches_you_that_Burilgi_the_Usurper_has_gathered_an_army_near_Torbah!
qstr__Word_reaches_you_that_Osw _Word_reaches_you_that_Oswald_de_Fleur_has_assembled_all_of_his_Adventuring_Companies_to_form_a_single_army!
qstr__Word_reaches_you_that_Bor _Word_reaches_you_that_Boris_the_Raven_has_gathered_a_company_of_Raven_Spear_Knights!
qstr__Word_reaches_you_Me _Word_reaches_you_Meregan_Kierlic_has_brought_together_the_Griffonsword_Adventuring_Company!
qstr__Word_reaches_you_that_t _Word_reaches_you_that_there_is_free_ale,_fine_entertainment_and_a_troublemaker_called_Alaric_Von_Brouhaha_marching_a_small_army_of_deserters_in_a_state_of_drunken_revelry_around_Sarleon!
qstr__Word_reaches_you_that_Koda _Word_reaches_you_that_Kodan_Ironsword_has_gathered_nobles_and_knights_to_challenge_any_who_cross_his_path!
qstr__Word_reaches_you_that_Sh _Word_reaches_you_that_Sheik_Shalavan_has_united_the_Desert_warriors_to_challenge_the_city_dwellers_in_the_D'Shar_Steppes.
qstr__Word_reaches_you_Syla _Word_reaches_you_Syla_Uzas,_a_renowned_Immortal_warrior_of_the_Empire,_has_gathered_together_a_small_army_of_veteran_Legionnaires_and_are_inciting_rebellion_near_Janos.
qstr__You_come_across_a_mo _You_come_across_a_monk_on_a_pilgrimage_who_tells_you_that_a_Champion_Jarl_of_Vanskerry_has_landed_an_army_on_the_Western_coast!
qstr__You_overhear_two_yo _You_overhear_two_young_farmers_talking_about_a_Heroic_Adventurer_who_is_leading_a_peasant_revolt!
qstr__You_have_the_feelin _You_have_the_feeling_that_someone_or_something_is_watching_you.__Your_spotting_skill_has_increased_by_1.
qstr__You_suddenly_realiz _You_suddenly_realize_that_there_is_utter_silence_surrounding_you.__The_lack_of_sound_seems_deafening.__Your_leadership_skill_has_been_increased_by_1.
qstr__Suddenly_you_feel_u _Suddenly_you_feel_unusually_alert_and_the_hairs_on_the_back_of_your_neck_stand_on_end!__Your_training_skill_has_been_increased_by_1.
qstr__As_if_in_a_daze_you _As_if_in_a_daze,_you_look_around_you_with_a_sense_of_deja-vu,_recalling_a_dream_you_once_had_of_conversing_with_a_woman_who_had_long_dark_hair_and_almond_eyes.__The_conversation_was_important,_but_try_as_you_will,_you_cannot_remember_what_was_said.__Your_tactics_skill_has_been_increased_by_1.
qstr__There_is_a_strangel _There_is_a_strangely_hypnotic_melody_playing_in_your_mind.__You_cannot_put_your_finger_on_where_or_when_you_heard_it_before,_but_it_keeps_playing_over_and_over_again_and_you_can't_get_it_out_of_your_head.__You_have_a_feeling_that_if_you_could_recall_who_had_played_it,_the_significance_of_the_tune_would_be_important.__Your_Engineering_skill_has_been_increased_by_1.
qstr__You_were_idly_watch _You_were_idly_watching_cloud_formations_in_the_sky_as_you_did_when_you_were_a_child,_seeing_shapes_and_faces_within_the_clouds.__One_form_seemed_to_be_that_of_a_fleet_horse_archer_racing_across_the_sky.__Suddenly,_an_arrow_drives_into_the_ground_before_you,_seemingly_shot_from_the_archer_in_the_sky.__Your_horse_archery_skill_has_been_increased_by_1.
qstr__In_the_sound_of_a_g _In_the_sound_of_a_gusting_wind_you_hear_voices_but_cannot_make_out_what_they_are_saying.__You_strain_to_listen,_but_the_voices_fade_away.__You_know_they_were_trying_to_tell_you_something,_but_could_not_make_out_the_message.__Your_prisoner_management_skill_has_been_increased_by_1.
qstr__As_you_travel_you_s _As_you_travel,_you_strain_your_eyes_towards_the_distant_horizon.__Something_is_there;_you_can_just_make_out_far_off_movement_but_cannot_see_clearly.__A_misty_form_flashes_briefly_in_front_of_the_trees_and_is_gone.__Your_weapons_master_skill_has_been_increased_by_1.
qstr__Last_night_you_drea _Last_night_you_dreamed_that_you_were_riding_a_horse_swifter_than_the_wind,_which_never_tired,_though_you_rode_for_an_eternity.__You_bent_over_his_neck_and_his_mane_blew_against_your_face.__You_recall_the_dream_perfectly_and_wonder_what_it_might_portend.__Your_riding_skill_has_been_increased_by_1.
qstr__Carried_by_the_wind _Carried_by_the_wind,_the_sound_of_a_cheerful_tune_played_upon_a_Noldor_flute_reaches_your_ears,_but_there_is_no_one_visible.__You_know_that_if_you_could_just_find_the_musician,_you_would_be_enthralled_utterly_by_the_music.__As_you_look_about,_the_music_ends.__Your_first_aid_skill_has_been_increased_by_1.
qstr__A_chill_runs_down_y _A_chill_runs_down_your_spine_and_you_shiver.__Someone_must_be_walking_over_your_future_grave.__Your_athletics_skill_has_been_increasd_by_1.
qstr__You_have_the_oddest _You_have_the_oddest_feeling_that_something_ghostly_is_behind_you_and_keep_looking_over_your_shoulder.__All_you_see_is_the_men_who_follow_you.__A_chill_hand_brushes_your_cheek.__Your_inventory_management_skill_has_been_increased_by_1.
qstr__As_you_travel_somet _As_you_travel,_something_flashes_in_the_grass.__You_pick_it_up_and_see_it_is_a_curiously_curved_dagger_of_obviously_ancient_provenance._Your_surgery_skill_has_been_increased_by_1.
qstr_You_overhear_talk_of You_overhear_talk_of_death_cult_marauders_ravaging_the_land_in_the_name_of_Azi_Dahaka!
qstr_Questing_Lords Questing_Lords
qstr_Errant_Knights Errant_Knights
qstr_Patrolling_Knights Patrolling_Knights
qstr_Errant_Lords Errant_Lords
qstr_Secular_Knights Secular_Knights
qstr_Knight_Company Knight_Company
qstr_Order_Knights Order_Knights
qstr_Knight_Adventurers Knight_Adventurers
qstr_Questing_Honour_Knig Questing_Honour_Knights
qstr_Loyal_Knights Loyal_Knights
qstr_Questing_Knights Questing_Knights
qstr_Lost_Knight_Patrol Lost_Knight_Patrol
qstr_Clandestine_Patrol Clandestine_Patrol
qstr_Jatu_Black_Hand_Trib Jatu_Black_Hand_Tribesmen
qstr_Jatu_Thunder_Tribe_W Jatu_Thunder_Tribe_Warriors
qstr_Jatu_Horsemen Jatu_Horsemen
qstr_Jatu_Raiding_Party Jatu_Raiding_Party
qstr__A_traveling_peddler _A_traveling_peddler_hails_you_and_tells_you_the_news_that_the_Jatu_tribes_have_united_and_formed_a_mighty_army!
qstr__A_traveling_peddler_ _A_traveling_peddler_hails_you_and_tells_you_the_news_that_the_Jatu_tribes_have_united_under_K'Juda_the_Ravager!
qstr__A_traveling_peddler_h _A_traveling_peddler_hails_you_and_tells_you_the_news_that_the_Jatu_tribes_have_united_under_Warlord_Zulkar!
qstr_Mystmountain_Raiders Mystmountain_Raiders
qstr_Blackroot_Clan_Warri Blackroot_Clan_Warriors
qstr_Blood_Valley_Clan_Ra Blood_Valley_Clan_Raiders
qstr_Snow_Wolf_Clan_Warri Snow_Wolf_Clan_Warriors
qstr_Bear_Tooth_Clan_Raid Bear_Tooth_Clan_Raiders
qstr_A_farmer_hails_you_a A_farmer_hails_you_and_tells_you_the_news_that_the_Mystmountain_tribes_have_united_under_a_mighty_hero_and_are_invading_Pendor!
qstr_A_farmer_hails_you_an A_farmer_hails_you_and_tells_you_the_news_that_the_Mystmountain_tribes_have_united_under_Wolfbode_the_Slayer_and_are_invading_Pendor!
qstr_Jarl_Haggar_Three_Fi Jarl_Haggar_Three_Finger's_Vanskerry_Raiders
qstr_Jarl_Hrolf_Ironbreek Jarl_Hrolf_Ironbreeks_Raiders
qstr_Jarl_Ivan_the_Bersar Jarl_Ivan_the_Bersark's_Blood_Raiders
qstr_Jarl_Thon_Redsword_s Jarl_Thon_Redsword's_Vanskerry_Raiders
qstr_Jarl_Ragnar_the_Drag Jarl_Ragnar_the_Dragon's_Berserkers
qstr_Jarl_Gunder_Goldtoot Jarl_Gunder_Goldtooth's_Grim_Raiders
qstr_Queen_Agnus_One_eye_ Queen_Agnus_One-eye's_She_Devil_Freebooters_
qstr_Vanskerry_Raiders Vanskerry_Raiders
qstr_Noldor_House_of_Aeld Noldor_House_of_Aeldarian_Rangers
qstr_Noldor_House_of_Ithi Noldor_House_of_Ithilrandir_Scouts
qstr_Noldor_House_of_Cael Noldor_House_of_Caelvanir_Rangers
qstr_Noldor_House_of_Faer Noldor_House_of_Faergwethanir_Warriors
qstr_Noldor_Rangers Noldor_Rangers
qstr_Noldor_Patrol Noldor_Patrol
qstr__You_receive_word_fro _You_receive_word_from_a_traveler_that_the_Noldor_lord_Aeldarian_has_gathered_a_large_army_and_is_attacking_any_humans_who_dare_to_enter_the_Woods_of_Laria!
qstr__You_receive_word_from _You_receive_word_from_a_traveler_that_the_Noldor_lord_Ithilrandir_has_gathered_a_large_army_and_is_driving_the_Jatu_back_into_their_steppes!
qstr_Sarleon Sarleon
qstr_Eastern Eastern
qstr_Ravenstern Ravenstern
qstr_Northern Northern
qstr_D_Shar D'Shar
qstr_Foreign Foreign
qstr_Fierdsvain Fierdsvain
qstr_Western Western
qstr_Baccus Baccus
qstr_Southern Southern
qstr_Red_Fletcher_Hunting Red_Fletcher_Hunting_Party
qstr_Order_of_the_Boar_Ou Order_of_the_Boar_Outlaws
qstr_Outlaw_Order_of_the_ Outlaw_Order_of_the_Owl_Knights
qstr_House_of_Morgan_Rene House_of_Morgan_Renegades
qstr_Outlaw_Merchant_Hous Outlaw_Merchant_House_of_Felin
qstr_Outlaw_Melitine_Adve Outlaw_Melitine_Adventurers
qstr_Deathwind_Renegades Deathwind_Renegades
qstr_Renegade_Omen_Seeker Renegade_Omen_Seekers
qstr_Outlaw_Skyblade_Assa Outlaw_Skyblade_Assassins
qstr_Disgraced_Zelshai_Re Disgraced_Zelshai_Renegade_Tribesmen
qstr_Outlaw_Barclay_Noble Outlaw_Barclay_Nobles
qstr_Veccavian_Slavers Veccavian_Slavers
qstr_First_Blood_Hunting_ First_Blood_Hunting_Party
qstr_Outlaw_Heretic_Svarg Outlaw_Heretic_Svargeon_Nobles
qstr_Outlaw_Iceguard_Rang Outlaw_Iceguard_Rangers
qstr_Renegade_Ravenstern_ Renegade_Ravenstern_Halfbreed_Knights
qstr_Outlaw_Knights_of_th Outlaw_Knights_of_the_Falcon
qstr_Outlaw_Snow_Lion_Kni Outlaw_Snow_Lion_Knights
qstr_Renegades_of_House_B Renegades_of_House_Breathnach
qstr_Ebony_Knights_Huntin Ebony_Knights_Hunting_Cadre
qstr_House_Gnaeus_Outlaw_ House_Gnaeus_Outlaw_Knights
qstr_Renegade_Centurions_ Renegade_Centurions_of_the_Iron_Circle
qstr_Outlaw_Merchant_House Outlaw_Merchant_House_of_Manius_(depraved_dog_torturers)
qstr_Escaped_Gladiators Escaped_Gladiators
qstr_Red_Brotherhood_Elve Red_Brotherhood_Elven_Slave_Caravan
qstr_Ebony_Gauntlet_Priso Ebony_Gauntlet_Prisoner_Train
qstr_Grave_Robber_Corpse_ Grave_Robber_Corpse_Caravan
qstr_Outlawed_Adventure_C Outlawed_Adventure_Company
qstr_Renegade_Adventure_C Renegade_Adventure_Company
qstr_Treasure_Seekers Treasure_Seekers
qstr_Treasure_Hunters Treasure_Hunters
qstr_Adventure_Company Adventure_Company
qstr_Bounty_Hunter_Advent Bounty_Hunter_Adventure_Company
qstr__Word_reaches_you_a_ _Word_reaches_you_a_large_Outlaw_warband_has_arrived_from_Barclay,_laying_waste_to_the_countryside.
qstr__Word_reaches_you_Ob _Word_reaches_you_Obrist_Heynrich,_a_former_Barclay_Empire_general_from_Mettenheim,_has_landed_in_Pendor_at_the_head_of_a_large_army.
qstr__Word_reaches_you_Th _Word_reaches_you_The_Renegade_Witch_Hunt_has_arrived_from_Veccavia,_hunting_for_a_royal_fugitive.
qstr__Word_reaches_you_Se _Word_reaches_you_Sebastokrator_Kaspax_of_the_Melitine_Empire_have_unexpectedly_landed_in_Pendor_at_the_head_of_a_large_army.
qstr_{!}DEBUG_:_Doing_spa {!}DEBUG_:_Doing_spawn_bandit_script
qstr_Singalian_Warband Singalian_Warband
qstr_Singalian_Temptress_ Singalian_Temptress_Patrol
qstr_Mountain_Outlaws Mountain_Outlaws
qstr_Mystmountain_Outcast Mystmountain_Outcasts
qstr_Renegade_Mountain_Me Renegade_Mountain_Men
qstr_Mountain_Hermits Mountain_Hermits
qstr_Forest_Outlaws Forest_Outlaws
qstr_Brigands Brigands
qstr_Robbers Robbers
qstr_Desperate_Highwaymen Desperate_Highwaymen
qstr_Highwaymen Highwaymen
qstr_Forest_Bandits Forest_Bandits
qstr_Forest_Robbers Forest_Robbers
qstr_Thieves Thieves
qstr_D_Shar_Yusafzai_Raid D'Shar_Yusafzai_Raiders
qstr_D_Shar_Afridi_Warrio D'Shar_Afridi_Warriors
qstr_D_Shar_Turkmani_Ride D'Shar_Turkmani_Riders
qstr_D_Shar_Pathani_Tribe D'Shar_Pathani_Tribesmen_Raiders
qstr_D_Shar_Pansjiri_Warr D'Shar_Pansjiri_Warriors
qstr__Yusafzai_Omen_Seeke _Yusafzai_Omen_Seekers
qstr_Death_Seekers Death_Seekers
qstr_D_Shar_Pansjiri_Omen D'Shar_Pansjiri_Omen_Seekers
