stringsfile version 1
5057
str_no_string NO_STRING!
str_village_alt_prosperity_0 Only_a_handful_of_people_are_strong_enough_to_work_in_the_fields,_many_of_which_are_becoming_overgrown_with_weeds._The_rest_are_weak_and_malnourished,_or_have_already_fled_elsewhere._The_draft_animals_have_long_since_starved_or_were_eaten,_although_a_few_carcasses_still_lie_on_the_outskirts,_their_bones_gnawed_by_wild_beasts.
str_village_alt_prosperity_20 Some_farmers_and_animals_are_out_in_the_fields,_but_their_small_numbers_suggest_that_some_villagers_may_be_emigrating_in_search_of_food._Farm_implements_look_rusty_and_broken._Brush_and_weeds_seem_to_be_reclaiming_some_of_the_outermost_fields.
str_village_alt_prosperity_40 The_fields_and_orchards_are_busy,_with_villagers_engaged_in_the_tasks_of_the_seasons._Humans_and_animals_alike_look_relatively_healthy_and_well-fed._However,_a_small_number_of_the_outermost_fields_are_left_unsewn,_and_some_walls_are_in_ill_repair,_suggesting_that_there_are_still_not_quite_enough_hands_to_do_all_the_work_which_needs_to_be_done.
str_village_alt_prosperity_60 The_fields_and_orchards_are_humming_with_activity,_with_filled_sacks_of_grain_and_drying_meat_testifying_to_the_productivity_of_the_village's_cropland_and_pastureland.
str_village_alt_prosperity_80 The_fields_and_orchards_are_humming_with_activity,_with_freshly_dug_irrigation_ditches_suggest_that_the_farmers_have_enough_spare_time_and_energy_to_expand_area_under_cultivation._Seasonal_laborers_appear_to_be_flocking_here_to_help_with_the_work_and_join_in_the_general_prosperity.
str_oasis_village_alt_prosperity_0 The_palm_groves_are_virtually_abandoned,_and_the_canals_which_irrigate_them_are_clogged_with_silt._The_handful_of_villagers_you_see_look_malnourished_and_restless._The_draft_animals_have_long_since_starved_or_were_eaten,_although_a_few_carcasses_still_lie_on_the_outskirts,_their_bones_gnawed_by_the_wild_jackals_of_the_desert.
str_oasis_village_alt_prosperity_20 Few_villagers_can_be_seen_tending_to_the_palm_groves,_and_in_places,_the_desert_dunes_appear_to_be_encroaching_on_the_gardens._Many_of_the_canals_are_clogged_with_silt,_and_the_wells_and_cisterns_are_filled_with_sand.
str_oasis_village_alt_prosperity_40 Men_and_women_are_busy_tending_the_palm_groves,_climbing_to_the_tops_of_trees_to_pollinate_the_fruit._Healthy_animals_draw_the_pumps_and_wheels_that_bring_water_to_the_fields._Some_of_the_irrigation_canals_and_cisterns,_however,_could_use_some_maintenance.
str_oasis_village_alt_prosperity_60 The_palm_groves_and_orchards_are_humming_with_activity._Farmers_call_to_each_other_cheerfully_from_the_tops_of_the_trees,_where_they_pollinate_the_date_fruit._The_creak_of_wooden_pumps,_the_bellowing_of_draft_animals,_and_the_rush_of_flowing_water_speak_of_an_irrigation_system_that_is_thriving_under_the_villagers'_attention.
str_oasis_village_alt_prosperity_80 The_palm_groves_are_humming_with_activity,_as_farmers_load_up_a_bumper_crop_of_dates_for_sale_to_the_market._Men_and_women_are_hard_at_work_digging_new_wells_and_canals,_to_bring_additional_land_under_irrigation.
str_acres_grain acres_of_grainfields
str_acres_orchard acres_of_orchards_and_vineyards
str_acres_oasis acres_of_irrigated_oasis_gardens
str_looms looms
str_boats boats
str_head_cattle head_of_cattle
str_head_sheep head_of_sheep
str_mills mills
str_kilns kilns
str_pans pans
str_deposits deposits
str_hives hives
str_breweries breweries
str_presses presses
str_smithies smithies
str_caravans overland_caravans
str_traps traps
str_gardens small_gardens
str_tanneries tanning_vats
str_master_miller Master_miller
str_master_brewer Master_brewer
str_master_presser Master_presser
str_master_smith Master_smith
str_master_tanner Master_tanner
str_master_weaver Master_weaver
str_master_dyer Master_dyer
str_war_report_minus_4 we_are_about_to_lose_the_war
str_war_report_minus_3 the_situation_looks_bleak
str_war_report_minus_2 things_aren't_going_too_well_for_us
str_war_report_minus_1 we_can_still_win_the_war_if_we_rally
str_war_report_0 we_are_evenly_matched_with_the_enemy
str_war_report_plus_1 we_have_a_fair_chance_of_winning_the_war
str_war_report_plus_2 things_are_going_quite_well
str_war_report_plus_3 we_should_have_no_difficulty_defeating_them
str_war_report_plus_4 we_are_about_to_win_the_war
str_persuasion_summary_very_bad You_try_your_best_to_persuade_{s50},_but_none_of_your_arguments_seem_to_be_effective._Whenever_you_start_to_make_sense,_you_say_something_entirely_wrong_which_puts_you_off_track._By_the_time_you_finish_speaking_you've_failed_to_form_a_single_coherent_point_in_your_own_favor,_and_you_realise_that_all_you've_done_was_dig_yourself_deeper_into_a_hole._Unsurprisingly,_{s50}_does_not_look_impressed.
str_persuasion_summary_bad You_try_to_persuade_{s50},_but_{reg51?she:he}_outmanoeuvres_you_from_the_very_start._Even_your_best_arguments_sound_hollow_to_your_own_ears._{s50},_obviously,_has_not_formed_a_very_high_opinion_of_your_words.
str_persuasion_summary_average {s50}_turns_out_to_be_a_skilled_speaker_with_a_keen_mind,_and_you_don't_seem_unable_to_muster_an_argument_that_{reg51?she:he}_cannot_counter_with_a_valid_point._In_the_end,_neither_of_you_manage_to_gain_any_ground_in_your_discussion.
str_persuasion_summary_good Through_quick_thinking_and_smooth_debate,_you_state_your_case_well,_forcing_{s50}_to_concede_on_several_points._However,_{reg51?she:he}_still_expresses_doubts_about_the_validity_of_your_request.
str_persuasion_summary_very_good You_deliver_an_impassioned_speech_which_echoes_like_poetry_to_your_listeners._The_world_itself_seems_to_go_quiet_that_it_might_hear_you_better._Your_inspiring_words_have_moved_{s50}_deeply,_and_{reg51?she:he}_looks_more_well-disposed_towards_helping_you.
str_secret_sign_1 The_armoire_dances_at_midnight...
str_secret_sign_2 I_am_selling_these_fine_D'Shar_tapestries._Would_you_like_to_buy_some?
str_secret_sign_3 The_friend_of_a_friend_sent_me...
str_secret_sign_4 The_wind_blows_hard_from_the_east_and_the_river_runs_red...
str_countersign_1 But_does_he_dance_for_the_dresser_or_the_candlestick?
str_countersign_2 Yes_I_would,_do_you_have_any_in_blue?
str_countersign_3 But,_my_friend,_your_friend's_friend_will_never_have_a_friend_like_me.
str_countersign_4 Have_you_been_sick?
str_name_1 Albard
str_name_2 Euscarl
str_name_3 Sigmar
str_name_4 Talesqe
str_name_5 Ritmand
str_name_6 Aels
str_name_7 Raurqe
str_name_8 Bragamus
str_name_9 Taarl
str_name_10 Ramin
str_name_11 Shulk
str_name_12 Putar
str_name_13 Tamus
str_name_14 Reichad
str_name_15 Walcheas
str_name_16 Rulkh
str_name_17 Marlund
str_name_18 Auguryn
str_name_19 Daynad
str_name_20 Joayah
str_name_21 Ramar
str_name_22 Caldaran
str_name_23 Brabas
str_name_24 Kundrin
str_name_25 Boris
str_name_26 Tomas
str_name_27 Astrid
str_name_28 Angus
str_name_29 Tarl
str_name_30 Barak
str_name_31 Harad
str_name_32 Eregas
str_name_33 Voldor
str_name_34 Ansen
str_name_35 Pelmar
str_name_36 Harris
str_name_37 Trevanir
str_name_38 Rosborne
str_name_39 Rathmore
str_name_40 Tanis
str_name_41 Mason
str_name_42 Janus
str_name_43 Denton
str_name_44 Harl
str_name_45 Thesar
str_name_46 Gildroyk
str_name_47 Borman
str_name_48 Loren
str_name_49 Samuelk
str_name_50 William
str_name_51 Datuvahya
str_name_52 Kuru
str_name_53 Thuxra
str_name_54 Vahauka
str_name_55 Aedan
str_name_56 Bledros
str_name_57 Brithael
str_name_58 Cingur
str_name_59 Grifiud
str_name_60 Gurbodu
str_name_61 Iudicael
str_name_62 Loi
str_name_63 Mermin
str_name_64 Marnid
str_name_65 Borscha
str_name_66 Morcana
str_name_67 Oss�n
str_name_68 Putrael
str_name_69 Resmen
str_name_70 Talen
str_name_71 Guyvon
str_name_62 Haman
str_name_73 Harmond
str_name_74 Ulris
str_name_75 Rarb
str_name_76 Vernis
str_name_77 Fengreve
str_name_78 Boris
str_name_79 Bors
str_name_80 Arthur
str_name_81 Tranced
str_name_82 Braggi
str_name_83 Oslin
str_name_84 Baran
str_name_85 Barek
str_name_86 Dahan
str_surname_1 {s50}_of_Laria
str_surname_2 {s50}_of_Sarleon
str_surname_3 {s50}_of_Cez
str_surname_4 {s50}_of_Avendor
str_surname_5 {s50}_of_Senderfall
str_surname_6 {s50}_of_Marleons
str_surname_7 {s50}_of_Poinsbruk
str_surname_8 {s50}_of_Ravenstern
str_surname_9 {s50}_of_Torbah
str_surname_10 {s50}_of_Valonbray
str_surname_11 {s50}_of_Windholm
str_surname_12 {s50}_of_Jarlsholm
str_surname_13 {s50}_of_Rane
str_surname_14 {s50}_of_Tharn
str_surname_15 {s50}_the_Red
str_surname_16 {s50}_Shadowalker
str_surname_17 {s50}_the_Shadow
str_surname_18 {s50}_Longshanks
str_surname_19 {s50}_of_Barclay
str_surname_20 {s50}_of_Tosdhar
str_surname_21 {s50}_the_Long
str_surname_22 {s50}_the_Gaunt
str_surname_23 {s50}_Silkybeard
str_surname_24 {s50}_the_Sparrow
str_surname_25 {s50}_the_Pauper
str_surname_26 {s50}_the_Scarred
str_surname_27 {s50}_the_Fair
str_surname_28 {s50}_the_Grim
str_surname_29 {s50}_the_Red
str_surname_30 {s50}_the_Black
str_surname_31 {s50}_the_Tall
str_surname_32 {s50}_Star-Eyed
str_surname_33 {s50}_the_Fearless
str_surname_34 {s50}_the_Valorous
str_surname_35 {s50}_the_Cunning
str_surname_36 {s50}_the_Coward
str_surname_37 {s50}_Bright
str_surname_38 {s50}_the_Quick
str_surname_39 {s50}_the_Minstrel
str_surname_40 {s50}_the_Bold
str_surname_41 {s50}_Gravanar
str_surname_42 {s50}_Oakenshield
str_surname_43 {s50}_Cloviar
str_surname_44 {s50}_Horian
str_surname_45 {s50}_Tredecer
str_surname_46 {s50}_Wolfgar
str_surname_47 {s50}_Tendar
str_surname_48 {s50}_Fenland
str_surname_49 {s50}_Ravenlad
str_surname_50 {s50}_Avenmoor
str_surname_51 {s50}_Sensil
str_surname_53 {s50}_Southbridge
str_surname_54 {s50}_Northbridge
str_surname_55 {s50}_Seastrom
str_surname_56 {s50}_Foxworth
str_surname_57 {s50}_Gresham
str_surname_58 {s50}_Udrak
str_surname_59 {s50}_Speardran
str_surname_60 {s50}__Evansword
str_surnames_end surnames_end
str_number_of_troops_killed_reg1 Number_of_troops_killed:_{reg1}
str_number_of_troops_wounded_reg1 Number_of_troops_wounded:_{reg1}
str_number_of_own_troops_killed_reg1 Number_of_friendly_troops_killed:_{reg1}
str_number_of_own_troops_wounded_reg1 Number_of_friendly_troops_wounded:_{reg1}
str_retreat Retreat!
str_siege_continues Fighting_Continues...
str_casualty_display Your_casualties:_{s10}^Enemy_casualties:_{s11}{s12}
str_casualty_display_hp ^You_were_wounded_for_{reg1}_hit_points.
str_quest_log_updated Quest_log_has_been_updated...
str_banner_selection_text You_have_been_awarded_the_right_to_carry_a_banner._Your_banner_will_signify_your_status_as_a_Noble_of_Pendor_and_bring_you_honor._Which_banner_do_you_want_to_choose?
str_retirement_text_1 You_grew_weary_of_fighting_Pendor's_battles,_and_your_old_wounds_trouble_you_these_days._You_spent_too_much_money_on_troops_and_gear_in_your_youth,_but_long_since_sold_off_your_armor_and_weapons_and_are_now_virtually_penniless._Thanks_to_the_charity_of_the_friendly_lord_of_{s9}_you_get_by,_cleaning_his_stables_and_sweeping_his_courtyard._Your_glory_days_are_over_and_you_no_longer_speak_of_them,_though_you_still_have_your_memories;_little_enough_recompense_for_all_those_years_of_fighting_for_a_lost_cause._You_keep_those_to_yourself,_because_no_one_is_interested_in_the_ramblings_of_a_half-crippled_stableman_who_might_once_have_been_a_soldier.
str_retirement_text_2 You_always_lived_for_today_and_rarely_considered_tomorrow,_assuming_you_would_be_killed_in_battle_long_before_you_were_too_old_to_fight._When_your_money_ran_out_you_joined_the_Red_Brotherhood_as_a_low-level_outlaw_and_now_run_errands_for_those_you_once_sold_to_the_galleys._Sometimes_you_reflect_bitterly_on_the_irony_of_your_current_life._Your_once-high_ideals_are_gone,_as_you_realize_you_are_now_robbing_those_whom_you_used_to_defend._You_slip_deeper_into_a_life_of_crime_and_cruelty._Your_life_ends_on_the_gallows_for_murder_and_you_laugh_as_the_{s9}_hangman_tightens_the_noose_around_your_neck.
str_retirement_text_3 You_have_come_down_considerably_from_your_days_as_a_{s13},_though_you_still_retain_the_mannerisms_of_your_former_days._Your_troops_have_deserted_or_died_in_your_battles._You_take_to_drink_and_drift_from_tavern_to_tavern,_boring_all_those_willing_to_listen_with_tales_of_your_former_successes,_while_hustling_drinks_from_the_patrons._Once_in_a_while_someone_recognizes_you,_but_your_former_fame_is_good_only_for_a_free_drink_from_a_kind_man_who_remembers_what_you_once_were.
str_retirement_text_4 You_finally_realize_you_are_tired_of_war,_and_retire_to_the_village_of_{s7},_which_you_once_freed_from_bandits._The_grateful_villagers_accept_you_as_one_of_their_own,_and_you_make_your_living_training_the_village_militia_and_do_a_bit_of_farming._You_marry_a_village_{reg63?lass:lad}_and_raise_a_flock_of_sturdy_peasant_children_who_never_tire_of_your_tales_of_the_battles_you_fought_and_the_enemies_you_vanquished._You_shout_angrily_at_your_oldest_son,_who_wants_to_become_a_soldier._You_end_your_days_a_respected_village_Elder,_content_with_the_peace_and_family_you_found_in_{s7}.
str_retirement_text_5 What_once_seemed_a_vast_sum_of_denars_evaporates_quickly,_but_you_have_enough_left_of_your_loot_to_purchase_a_tavern_in_{s9}._You_smile_to_recall_that_you_have_purchased_this_same_inn_twice,_as_you_once_paid_a_handsome_sum_to_the_former_innkeeper_for_damages_your_men_did_to_this_very_tavern._The_men_of_the_{s9}_garrison_patronize_your_tavern_and_enjoy_hearing_your_tales_of_victorious_battles_against_overwhelming_odds_though_they_take_them_with_a_grain_of_salt._Your_profits_grow,_and_you_expand_your_premises_to_include_a_banquet_and_wedding_hall._Your_inn_is_famous_all_over_Pendor,_and_you_are_now_a_more_successful_host_than_you_ever_were_a_{s13}.
str_retirement_text_6 As_you_fought_over_the_length_and_breadth_of_Pendor,_as_a_{s13}_you_traded_between_towns_and_villages,_and_found_you_had_a_good_head_for_business._You_have_battled_many_foes,{s15}_and_invested_your_profits_with_a_trader_in_{s9},_whose_caravans_you_once_escorted._You_now_own_several_warehouses_in_{s9},_your_caravans_traverse_Pendor_and_your_ships_carry_heavy_cargoes_to_and_from_Barclay._You_marry_the_trader's_{reg63?daughter:son}_and_train_up_your_children_as_good_little_merchants._Sometimes_over_wine,_you_regale_your_clients_and_partner_with_tales_of_your_days_as_a_soldier,_but_memories_fade._The_success_of_your_merchanting_dynasty_will_long_outlast_your_fame_as_a_{s13}.
str_retirement_text_7 Though_you_came_to_Pendor_a_penniless_adventurer,_your_battle_successes_have_made_you_rich._You_own_the_town_of_{s9}_and_prove_to_be_a_capable_administrator,_skilled_at_delegating_while_keeping_a_wary_eye_on_your_underlings._Your_holdings_prosper_and_pay_a_fine_income_because_you_keep_taxes_low_to_encourage_investment._Your_improvements_have_paid_off_and_you_are_a_popular_{reg63?lord:lady}_in_Pendor._When_you_must_ride_to_battle,_you_feel_young_again_as_the_clash_of_weapons_stirs_your_blood._Still,_you_really_prefer_hunting_to_battle_and_adjudicating_trade_disputes_to_fighting_wars._You_are_overall_quite_content_with_your_lot_and_don't_regret_your_retirement.
str_retirement_text_8 Though_once_hailed_as_the_savior_prophesied_by_Madigan,_you_failed_to_unite_all_Pendor_under_your_banner._You_are_revered_as_a_great_Pendorian_hero_because_you_fought_off_many_invading_armies,{s15}_whose_wars_once_tore_Pendor_apart._Peace_pervades_Pendor,_and_you_deal_with_those_who_disturb_it_harshly._You_are_careful_to_stay_on_good_terms_with_your_vassals_and_your_neighbor_kings_and_are_ever_vigilant_against_future_threats_to_Pendor._Not_having_a_taste_for_administration,_you_kept_{s8}_and_awarded_the_rest_to_your_faithful_companions_and_vassals._Sometimes_you_all_get_together_and_speak_of_the_old_days,_reminiscing_about_your_glorious_deeds,_but_all_of_you_agree_that_peace_is_preferable_to_the_constant_warfare_of_your_early_years_in_Pendor.
str_retirement_text_9 Though_once_hailed_as_the_savior_prophesied_by_Madigan,_you_failed_to_unite_all_Pendor_under_one_banner._You_fought_and_defeated_huge_invading_armies,{s15}_but_did_not_become_the_{reg63?king:queen}_of_all_Pendor._Your_holdings_are_vast_and_you_are_wealthy_beyond_your_wildest_dreams._Lords_who_once_sneered_at_you_now_curry_your_favor_because_you_outrank_them_and_still_have_the_reputation_of_dealing_effectively_and_fatally_with_insults._You_rule_your_own_holdings_with_a_firm_and_just_hand_and_rarely_think_any_more_of_your_hand-to-mouth_days_as_a_soldier.
str_retirement_text_10 All_Pendor_lies_beneath_your_hand_and_you_are_everywhere_hailed_as_the_savior_Madigan_prophesied_would_unite_the_land._You_defeated_all_invading_armies,_beat_back_avaricious_and_power-hungry_Lords,_and_humbled_Pendor's_so-called_Kings._Your_slightest_wish_is_a_command_and_your_word_is_absolute_law_throughout_the_land._Luckily,_you_are_both_fair_and_just,_and_never_abuse_your_position._You_always_remember_your_humble_beginnings,_though_now_every_luxury_available_is_yours_for_the_asking._You_reward_loyalty_and_swiftly_punish_wrongdoing_and_the_people_love_you_for_it._Still,_you_know_how_quickly_a_throne_can_be_lost,_and_never_relax_your_vigilance._Sometimes_you_stand_atop_your_castle_and_look_to_the_South,_wondering_what_will_come_next_to_Pendor.
str_loot_village attack_innocent_villagers
str_steal_from_villagers steal_from_poor_villagers
str_rob_caravan rob_a_merchant_caravan
str_sell_slavery sell_people_into_slavery
str_men_hungry run_out_of_food
str_men_unpaid not_be_able_to_pay_the_men
str_excessive_casualties turn_every_battle_into_a_bloodbath_for_our_side
str_surrender surrender_to_the_enemy
str_flee_battle run_from_battle
str_cheat_in_battle cheat_in_battle
str_pay_bandits pay_off_common_bandits
str_fail_quest fail_a_quest_which_we_undertook_on_word_of_honor
str_squander_money squander_money_given_to_us_in_trust
str_murder_merchant involve_ourselves_in_cold-blooded_murder
